OBJECTID,BasinCode,Description,Latitude,Longitude,Ecoregion,Planning_Segment,WebData,County,HUC8,Basin,Status,Title,AssessmentUnit,x,y
963,MON122,Monroe County Domestic Well 122,34.85,-91.18,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON122#display,48,08020304,MON122,A,Water Quality Monitoring Station,,-10150620.588,4144056.138
964,MON129,Monroe County Domestic Well 129,34.84,-91.19,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON129#display,48,08020304,MON129,A,Water Quality Monitoring Station,,-10151413.183,4142629.145
965,MON134,Monroe County Irrigation Well 134,34.83,-91.25,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON134#display,48,08020302,MON134,A,Water Quality Monitoring Station,,-10157837.433,4140830.742
966,MON139,Monroe County Irrigation Well 139,34.83,-91.19,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON139#display,48,08020304,MON139,A,Water Quality Monitoring Station,,-10151358.637,4140505.271
967,MON151,Monroe County Irrigation Well 151,34.99,-91.17,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON151#display,48,08020302,MON151,A,Water Quality Monitoring Station,,-10149254.699,4163025.903
968,MON159,Monroe County Irrigation Well 159,34.96,-91.19,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON159#display,48,08020302,MON159,A,Water Quality Monitoring Station,,-10151380.902,4158651.248
969,MON162,Monroe County Irrigation Well 162,34.94,-91.19,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON162#display,48,08020304,MON162,A,Water Quality Monitoring Station,,-10151063.641,4156239.13
970,MON170,Monroe County Irrigation Well 170,34.93,-91.20,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON170#display,48,08020302,MON170,A,Water Quality Monitoring Station,,-10152004.291,4154074.645
971,MON172,Monroe County Irrigation Well 172,34.93,-91.19,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON172#display,48,08020304,MON172,A,Water Quality Monitoring Station,,-10151659.2,4154264.733
972,MON179,Monroe County Irrigation Well 179,34.93,-91.21,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON179#display,48,08020302,MON179,A,Water Quality Monitoring Station,,-10153317.861,4153925.292
973,MON182,Monroe County PWS Well 182,34.94,-91.25,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON182#display,48,08020302,MON182,A,Water Quality Monitoring Station,,-10158327.239,4155473.228
974,MON183,Monroe County PWS Well 183,34.94,-91.25,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON183#display,48,08020302,MON183,A,Water Quality Monitoring Station,,-10158037.809,4155459.649
975,MON212,Monroe County Irrigation Well 212,34.89,-91.17,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON212#display,48,08020304,MON212,A,Water Quality Monitoring Station,,-10149065.455,4148522.775
976,MON213,Monroe County Irrigation Well 213,34.93,-91.21,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON213#display,48,08020302,MON213,A,Water Quality Monitoring Station,,-10152961.638,4153925.292
977,MON304,Monroe County Domestic Well 304,34.95,-91.18,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON304#display,48,08020304,MON304,A,Water Quality Monitoring Station,,-10150299.989,4157764.299
978,MON310,Monroe County Irrigation Well 310,34.79,-91.18,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON310#display,48,08020304,MON310,A,Water Quality Monitoring Station,,-10150223.177,4135366.786
979,MON311,Monroe County Irrigation Well 311,34.99,-91.17,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON311#display,48,08020302,MON311,A,Water Quality Monitoring Station,,-10149009.796,4162645.43
980,MON312,Monroe County Irrigation Well 312,34.88,-91.21,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON312#display,48,08020302,MON312,A,Water Quality Monitoring Station,,-10153963.514,4147369.31
981,MON313,Monroe County Aquaculture Well 313,34.76,-91.17,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON313#display,48,08020304,MON313,A,Water Quality Monitoring Station,,-10149310.357,4130948.764
982,MON314,Monroe County Aquaculture Well 314,34.86,-91.21,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON314#display,48,08020304,MON314,A,Water Quality Monitoring Station,,-10153796.534,4144669.313
983,MON315,Monroe County Irrigation Well 315,34.93,-91.21,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON315#display,48,08020302,MON315,A,Water Quality Monitoring Station,,-10152953.846,4153941.585
984,MON316,Monroe County Irrigation Well 316,34.93,-91.23,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON316#display,48,08020302,MON316,A,Water Quality Monitoring Station,,-10155288.217,4154373.356
985,MON317,Monroe County Irrigation Well 317,34.93,-91.22,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON317#display,48,08020302,MON317,A,Water Quality Monitoring Station,,-10154453.32,4154210.422
986,MON318,Monroe County Irrigation Well 318,34.93,-91.21,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON318#display,48,08020302,MON318,A,Water Quality Monitoring Station,,-10153202.089,4154358.421
987,MON319,Monroe County Irrigation Well 319,34.79,-91.24,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON319#display,48,08020304,MON319,A,Water Quality Monitoring Station,,-10157158.383,4135041.472
988,MON320,Monroe County Irrigation Well 320,34.79,-91.23,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON320#display,48,08020304,MON320,A,Water Quality Monitoring Station,,-10156034.056,4135095.691
989,MON321,Monroe County Irrigation Well 321,34.79,-91.23,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON321#display,48,08020304,MON321,A,Water Quality Monitoring Station,,-10155243.688,4135109.245
990,MON322,Monroe County Irrigation Well 322,34.94,-91.19,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON322#display,48,08020304,MON322,A,Water Quality Monitoring Station,,-10151559.013,4155744.819
991,MON323,Monroe County Irrigation Well 323,34.76,-91.17,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON323#display,48,08020304,MON323,A,Water Quality Monitoring Station,,-10149243.565,4130867.467
992,MON324,Monroe County Irrigation Well 324,34.75,-91.20,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON324#display,48,08020304,MON324,A,Water Quality Monitoring Station,,-10152431.756,4129412.351
993,MON325,Monroe County Irrigation Well 325,34.75,-91.28,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON325#display,48,08020302,MON325,A,Water Quality Monitoring Station,,-10161640.107,4129476.025
994,MON326,Monroe County Irrigation Well 326,34.76,-91.28,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON326#display,48,08020302,MON326,A,Water Quality Monitoring Station,,-10161607.824,4130710.294
995,MON327,Monroe County Irrigation Well 327,34.87,-91.22,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON327#display,48,08020302,MON327,A,Water Quality Monitoring Station,,-10154035.871,4145950.034
996,MON328,Monroe County Irrigation Well 328,34.81,-91.19,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON328#display,48,08020304,MON328,A,Water Quality Monitoring Station,,-10150935.622,4137928.954
997,MON328A,Monroe County Irrigation Well 328A,34.81,-91.19,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON328A#display,48,08020304,MON328A,A,Water Quality Monitoring Station,,-10150938.962,4137927.598
998,MON329,Monroe County Domestic Well 329,34.87,-91.15,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON329#display,48,08020304,MON329,A,Water Quality Monitoring Station,,-10146629.784,4145776.369
999,MON329A,Monroe County Irrigation Well 329A,34.87,-91.15,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON329A#display,48,08020304,MON329A,A,Water Quality Monitoring Station,,-10146633.157,4145926.608
1000,MON330,Monroe County Irrigation Well 330,34.82,-91.12,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON330#display,48,08020304,MON330,A,Water Quality Monitoring Station,,-10143299.103,4139162.8
1001,MON330A,Monroe County Irrigation Well 330A,34.82,-91.11,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON330A#display,48,08020304,MON330A,A,Water Quality Monitoring Station,,-10142842.693,4138891.613
1002,MON330B,Monroe County Irrigation Well 330B,34.82,-91.12,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON330B#display,48,08020304,MON330B,A,Water Quality Monitoring Station,,-10143132.34,4139894.957
1003,MON331,Monroe County Irrigation Well 331,34.83,-91.12,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON331#display,48,08020304,MON331,A,Water Quality Monitoring Station,,-10143166.633,4140979.921
1004,MON332,Monroe County Irrigation Well 332,34.85,-91.14,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON332#display,48,08020304,MON332,A,Water Quality Monitoring Station,,-10145971.885,4143927.267
1005,MON333,Monroe County Irrigation Well 333,34.79,-91.24,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON333#display,48,08020304,MON333,A,Water Quality Monitoring Station,,-10157040.385,4135129.577
1006,MON334,Monroe County Irrigation Well 334,34.82,-91.22,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON334#display,48,08020304,MON334,A,Water Quality Monitoring Station,,-10155076.709,4139664.512
1007,MON335,Monroe County Irrigation Well 335,34.82,-91.25,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON335#display,48,08020302,MON335,A,Water Quality Monitoring Station,,-10157419.984,4139762.145
1008,MON400,Monroe County Irrigation Well 400,34.78,-91.23,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON400#display,48,08020304,MON400,A,Water Quality Monitoring Station,,-10156016.229,4133632.875
1009,MON401,Monroe County Irrigation Well 401,34.78,-91.24,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON401#display,48,08020304,MON401,A,Water Quality Monitoring Station,,-10156280.361,4134131.789
1010,MON402,Monroe County Irrigation Well 402,34.81,-91.20,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON402#display,48,08020304,MON402,A,Water Quality Monitoring Station,,-10152680.177,4137967.709
1011,MON403,Monroe County Irrigation Well 403,34.80,-91.19,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON403#display,48,08020304,MON403,A,Water Quality Monitoring Station,,-10150908.536,4136508.27
1012,MON404,Monroe County Irrigation Well 404,34.93,-91.21,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON404#display,48,08020302,MON404,A,Water Quality Monitoring Station,,-10152996.967,4153807.283
1013,MON405,Monroe County Irrigation Well 405,34.93,-91.22,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON405#display,48,08020302,MON405,A,Water Quality Monitoring Station,,-10154076.428,4154546.398
1014,MON406,Monroe County Irrigation Well 406,34.89,-91.21,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON406#display,48,08020302,MON406,A,Water Quality Monitoring Station,,-10153503.999,4148860.564
1015,MON407,Monroe County Irrigation Well 407,34.79,-91.23,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON407#display,48,08020304,MON407,A,Water Quality Monitoring Station,,-10155752.946,4135084.182
1016,MON408,Monroe County Irrigation Well 408,34.93,-91.20,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON408#display,48,08020302,MON408,A,Water Quality Monitoring Station,,-10152094.16,4154573.332
1017,MON900,Monroe County Irrigation Well 900,34.88,-91.21,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON900#display,48,08020302,MON900,A,Water Quality Monitoring Station,,-10153418.048,4147396.449
1018,MON901,Monroe County Irrigation Well 901,34.78,-91.25,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON901#display,48,08020302,MON901,A,Water Quality Monitoring Station,,-10158316.106,4134174.018
1019,MON902,Monroe County Irrigation Well 902,34.80,-91.24,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON902#display,48,08020302,MON902,A,Water Quality Monitoring Station,,-10157236.307,4136356.336
1020,MON903,Monroe County Irrigation Well 903,34.80,-91.25,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON903#display,48,08020302,MON903,A,Water Quality Monitoring Station,,-10157714.981,4136112.329
1021,MON904,Monroe County Irrigation Well 904,34.79,-91.23,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON904#display,48,08020304,MON904,A,Water Quality Monitoring Station,,-10156045.188,4135082.136
1022,MON905,Monroe County Irrigation Well 905,34.94,-91.21,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON905#display,48,08020302,MON905,A,Water Quality Monitoring Station,,-10153774.271,4156097.896
1023,MON906,Monroe County Irrigation Well 906,34.94,-91.20,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON906#display,48,08020302,MON906,A,Water Quality Monitoring Station,,-10151848.443,4155296.699
1024,MON907,Monroe County Irrigation Well 907,34.93,-91.19,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON907#display,48,08020304,MON907,A,Water Quality Monitoring Station,,-10151644.729,4154244.366
1025,MON908,Monroe County Irrigation Well 908,34.86,-91.20,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON908#display,48,08020304,MON908,A,Water Quality Monitoring Station,,-10151870.707,4145130.573
1026,MON909,Monroe County PWS Well 909,34.94,-91.25,DELT,4B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON909#display,48,08020302,MON909,A,Water Quality Monitoring Station,,-10158356.182,4155484.092
1027,MON910,Monroe County Irrigation Well 910,34.79,-91.18,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON910#display,48,08020304,MON910,A,Water Quality Monitoring Station,,-10149684.391,4135853.417
1028,MON911,Monroe County Irrigation Well 911,34.79,-91.20,DELT,4A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MON911#display,48,08020304,MON911,A,Water Quality Monitoring Station,,-10152716.735,4136017.439
1029,MUD0001E,City of Fayetteville WWTP discharge,36.09,-94.11,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MUD0001E#display,72,11110103,MUD0001E,I,Water Quality Monitoring Station,,-10476367.308,4313013.224
1030,MUD0002B,Mud Creek N of Fayetteville on N Front St.,36.12,-94.14,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MUD0002B#display,72,11110103,MUD0002B,I,Water Quality Monitoring Station,AR_11110103_929,-10479985.329,4317105.516
1031,MUL001,Johnson County Unused Spring 001 (Atoka),35.65,-93.59,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MUL001#display,36,11110201,MUL001,A,Water Quality Monitoring Station,,-10418864.562,4253239.758
1032,MUL002,Johnson County Domestic Well 002 (Atoka),35.72,-93.63,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MUL002#display,36,11110201,MUL002,A,Water Quality Monitoring Station,,-10422638.854,4261850.683
1033,MUL003,Johnson County Domestic Well 003 (Atoka),35.70,-93.66,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MUL003#display,36,11110201,MUL003,A,Water Quality Monitoring Station,,-10425762.582,4259395.852
1034,MUL004,Johnson County Domestic Well 004 (Atoka),35.69,-93.66,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MUL004#display,36,11110201,MUL004,A,Water Quality Monitoring Station,,-10426118.438,4258306.677
1035,MUL005,Franklin County Domestic Well 005 (Atoka),35.68,-93.73,BOMT,3H,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=MUL005#display,24,11110201,MUL005,A,Water Quality Monitoring Station,,-10433443.655,4256536.935
1036,NFS0001,"N. Fork Saline River off Hwy 9 east of Paron,AR on 12th St.",34.77,-92.75,OUMT,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=NFS0001#display,63,08040203,NFS0001,I,Water Quality Monitoring Station,AR_08040203_011,-10325128.104,4132480.02
1037,NFS0001A,"N. Fork Saline River @ Hwy 9 bridge N. of Paron,AR",34.78,-92.76,OUMT,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=NFS0001A#display,63,08040203,NFS0001A,I,Water Quality Monitoring Station,AR_08040203_011,-10325651.273,4133875.857
1038,NFS0002,N. Fork Saline River 1/2 mi upstream of Trukey CR. confl.,34.75,-92.70,OUMT,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=NFS0002#display,63,08040203,NFS0002,I,Water Quality Monitoring Station,AR_08040203_011,-10319718.059,4129390.669
1039,NFS0003,N. Fork Saline R. 3 mi W. of Congo 1/2 mi above Boot Cr.,34.66,-92.63,OUMT,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=NFS0003#display,63,08040203,NFS0003,I,Water Quality Monitoring Station,AR_08040203_011,-10312014.968,4117732.209
1040,NFS0003A,"N. Fork Saline River 3 mi W. of Congo, AR above Boot Cr conf",34.66,-92.63,OUMT,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=NFS0003A#display,63,08040203,NFS0003A,I,Water Quality Monitoring Station,AR_08040203_011,-10312048.364,4117921.681
1041,NFS0004,N. Fork Saline River @ Hwy 5 bridge,34.60,-92.62,OUMT,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=NFS0004#display,63,08040203,NFS0004,A,Water Quality Monitoring Station,AR_08040203_011,-10310222.878,4110331.731
1042,OSC0001A,Osage Creek AB Rogers WWTP near Cave Springs (ARK0025B),36.31,-94.21,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OSC0001A#display,04,11110103,OSC0001A,I,Water Quality Monitoring Station,AR_11110103_930,-10487118.605,4342868.487
1043,OSC0001E,City of Rogers WWTP Outfall Near Cave Springs,36.30,-94.22,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OSC0001E#display,04,11110103,OSC0001E,I,Water Quality Monitoring Station,AR_11110103_930,-10488612.525,4341897.885
1044,OSC0002B,Osage Creek below Rogers WWTP near Cave Srings.  ARK 25C,36.28,-94.23,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OSC0002B#display,04,11110103,OSC0002B,I,Water Quality Monitoring Station,AR_11110103_930,-10489391.505,4339674.26
1045,OSC0003,Osage Creek near Cave Springs off SR112,36.25,-94.24,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OSC0003#display,04,11110103,OSC0003,I,Water Quality Monitoring Station,AR_11110103_930,-10490749.365,4335076.635
1046,OSC0004,Osage Creek on CR71 1 MI. W. of Hwy. 112.  (ARK0068B),36.24,-94.25,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OSC0004#display,04,11110103,OSC0004,A,Water Quality Monitoring Station,AR_11110103_030,-10492207.614,4333779.242
1047,OSC0005,Osage Creek SW of Cave Springs on Snavely Rd.  (ARK0041),36.22,-94.29,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OSC0005#display,04,11110103,OSC0005,I,Water Quality Monitoring Station,AR_11110103_830,-10495825.634,4331239.668
1048,OSC0006,"Osage Creek E. of Logan,AR on CR12",36.20,-94.34,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OSC0006#display,04,11110103,OSC0006,I,Water Quality Monitoring Station,AR_11110103_730,-10501792.819,4327749.255
1049,OSC0007,"Osage Creek S. of Logan,AR on Logan Rd.",36.19,-94.39,OZHI,3J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OSC0007#display,04,11110103,OSC0007,I,Water Quality Monitoring Station,AR_11110103_730,-10507135.769,4326990.482
1050,OUA0001,Little Cornie Cr near AR-LA Line,33.01,-92.97,GULF,2E,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0001#display,00,08040206,OUA0001,I,Water Quality Monitoring Station,AR_08040206_016,-10349740.821,3896857.792
1051,OUA0002,"Cornie Bayou near Three Creeks,AR on SR15/Hayesville Hwy",33.04,-92.94,GULF,2E,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0002#display,70,08040206,OUA0002,A,Water Quality Monitoring Station,AR_08040206_015,-10345755.903,3900509.032
1052,OUA0003,Three Crs near Three Creeks AR,33.07,-92.88,GULF,2E,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0003#display,70,08040206,OUA0003,I,Water Quality Monitoring Station,AR_08040206_001,-10339789.177,3904187.981
1053,OUA0004,Cornie Bayou near Junction City AR,33.02,-92.70,GULF,2E,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0004#display,70,08040206,OUA0004,A,Water Quality Monitoring Station,AR_08040206_816,-10319317.177,3898066.137
1054,OUA0005,"Bayou de Loutre n. Junction City,AR on CR27/Pleasant Groove ",33.10,-92.59,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0005#display,70,08040202,OUA0005,A,Water Quality Monitoring Station,AR_08040202_006,-10307317.411,3908399.381
1055,OUA0006,Ouachita River near Malvern on SR84/Tanner St.,34.39,-92.84,GULF,2F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0006#display,30,08040102,OUA0006,A,Water Quality Monitoring Station,AR_08040102_007,-10334779.552,4080765.342
1056,OUA0006A,"Ouachita River near Malvern, Arkansas",34.35,-92.88,GULF,2F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0006A#display,30,08040102,OUA0006A,I,Water Quality Monitoring Station,AR_08040102_007,-10339566.547,4075640.512
1057,OUA0007,Ouachita R @ Calion AR,33.34,-92.53,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0007#display,70,08040201,OUA0007,I,Water Quality Monitoring Station,AR_08040201_002,-10300359.805,3940334.979
1058,OUA0007A,Ouachita R @ L & D No 8,33.32,-92.46,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0007A#display,07,08040201,OUA0007A,I,Water Quality Monitoring Station,AR_08040201_002,-10292077.633,3937936.781
1059,OUA0008,Ouachita R @ Felsenthal AR,33.03,-92.09,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0008#display,70,08040202,OUA0008,I,Water Quality Monitoring Station,AR_08040202_002,-10251134.311,3899539.715
1060,OUA0008A,"Ouachita River near Crossett,AR on Hwy. 82",33.15,-92.11,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0008A#display,70,08040202,OUA0008A,I,Water Quality Monitoring Station,AR_08040202_003,-10253639.069,3915750.295
1061,OUA0008B,Ouachita River at Felsenthal Lock / Dam on New Lock 6 Rd.,33.06,-92.12,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0008B#display,70,08040202,OUA0008B,A,Water Quality Monitoring Station,AR_08040202_002,-10255119.399,3903377.545
1062,OUA0009A,"Caddo River AB Glenwood,AR on Hwy 70",34.32,-93.55,OUMT,2F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0009A#display,55,08040102,OUA0009A,I,Water Quality Monitoring Station,AR_08040102_019,-10414328.438,4071933.086
1063,OUA0009B,Caddo River BL Glenwood AR near Hwy 70,34.32,-93.53,OUMT,2F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0009B#display,55,08040102,OUA0009B,I,Water Quality Monitoring Station,AR_08040102_019,-10412235.761,4072229.765
1064,OUA0010,Saline R near Crossett AR,33.26,-92.05,GULF,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0010#display,02,08040204,OUA0010,I,Water Quality Monitoring Station,AR_08040204_002,-10246470.024,3929387.239
